Date	JPY
2022-03-31	
2022-03-30	
2022-03-29	
2022-03-28	
2022-03-27	
2022-03-26	
2022-03-25	
2022-03-24	
2022-03-23	
2022-03-22	
2022-03-21	
2022-03-20	
2022-03-19	
2022-03-18	
2022-03-17	
2022-03-16	
2022-03-15	
2022-03-14	
2022-03-13	
2022-03-12	
2022-03-11	
2022-03-10	
2022-03-09	
2022-03-08	
2022-03-07	
2022-03-06	0.008722197994
2022-03-05	0.008722197994
2022-03-04	0.008722197994
2022-03-03	0.008645283998
2022-03-02	0.008651267411
2022-03-01	0.008705493166
2022-02-28	0.008687342542
2022-02-27	0.00864902266
2022-02-26	0.00864902266
2022-02-25	0.00864902266
2022-02-24	0.008661758337
2022-02-23	0.008686587908
2022-02-22	0.008700191404
2022-02-21	0.00868960723
2022-02-20	0.00868960723
2022-02-19	0.00868960723
2022-02-18	0.00868960723
2022-02-17	0.008693384335
2022-02-16	0.008664760419
2022-02-15	0.008647526807
2022-02-14	0.008641548566
2022-02-13	0.008627383315
2022-02-12	0.008627383315
2022-02-11	0.008627383315
2022-02-10	0.008632596685
2022-02-09	0.008662508663
2022-02-08	0.00864902266
2022-02-07	0.008688852203
2022-02-06	0.008679048776
2022-02-05	0.008679048776
2022-02-04	0.008679048776
2022-02-03	0.008704735376
2022-02-02	0.008744316194
2022-02-01	0.008713078331
2022-01-31	0.008679048776
2022-01-30	0.008679802101
2022-01-29	0.008679802101
2022-01-28	0.008679802101
2022-01-27	0.008660258076
2022-01-26	0.008746610688
2022-01-25	0.008781173165
2022-01-24	0.008785802144
2022-01-23	0.008793527963
2022-01-22	0.008793527963
2022-01-21	0.008793527963
2022-01-20	0.008765778401
2022-01-19	0.008750437522
2022-01-18	0.00872600349
2022-01-17	0.008780402142
2022-01-16	0.008780402142
2022-01-15	0.008780402142
2022-01-14	0.008780402142
2022-01-13	0.008767315448
2022-01-12	0.008715356458
2022-01-11	0.008667013347
2022-01-10	0.008685079034
2022-01-09	0.008649770781
2022-01-08	0.008649770781
2022-01-07	0.008649770781
2022-01-06	0.008637070306
2022-01-05	0.008627383315
2022-01-04	0.008611780916
2022-01-03	0.008675284116
2022-01-02	0.008682816706
2022-01-01	0.008682816706
2021-12-31	0.008682816706
2021-12-30	0.008682816706
2021-12-29	0.008697921197
2021-12-28	0.00871459695
2021-12-27	0.008707009142
2021-12-26	0.008739730816
2021-12-25	0.008739730816
2021-12-24	0.008739730816
2021-12-23	0.008739730816
2021-12-22	0.008755034145
2021-12-21	0.008763473841
2021-12-20	0.008814455707
2021-12-19	0.008805917577
2021-12-18	0.008805917577
2021-12-17	0.008805917577
2021-12-16	0.008797395971
2021-12-15	0.008785030308
2021-12-14	0.008800492828
2021-12-13	0.008816787163
2021-12-12	0.008821453776
2021-12-11	0.008821453776
2021-12-10	0.008821453776
2021-12-09	0.008808244517
2021-12-08	0.008785030308
2021-12-07	0.008802042074
2021-12-06	0.008825346395
2021-12-05	0.008858965273
2021-12-04	0.008858965273
2021-12-03	0.008858965273
2021-12-02	0.00884173298
2021-12-01	0.008863676653
2021-11-30	0.008832361774
2021-11-29	0.008791208791
2021-11-28	0.00881367883
2021-11-27	0.00881367883
2021-11-26	0.00881367883
2021-11-25	0.008670019074
2021-11-24	0.008670019074
2021-11-23	0.008697164724
2021-11-22	0.008719155986
2021-11-21	0.008786574115
2021-11-20	0.008786574115
2021-11-19	0.008786574115
2021-11-18	0.008755034145
2021-11-17	0.008746610688
